"IDFC      ","8.3"
"ZEEL      ","8.3"
"UBL       ","8.1"
"AUROPHARMA","8.1"
"EICHERMOT ","8.1"
"M&MFIN    ","8.1"
"HINDPETRO ","8.1"
"TATACOMM  ","8.0"
"SRF       ","8.0"
"CAIRN     ","8.0"
"HCLTECH   ","8.0"
"ARVIND    ","7.7"
"GLENMARK  ","7.7"
"BPCL      ","7.7"
"HINDZINC  ","7.7"
"RELIANCE  ","7.7"
"MRF       ","7.3"
"TVSMOTOR  ","7.3"
"BHARATFIN ","7.12"
"CEATLTD   ","7.1"
"ONGC      ","7.1"
"IBREALEST ","7.0"
"TV18BRDCST","7.0"
"CASTROLIND","7.0"
"SUNTV     ","7.0"
"BEL       ","7.0"
"CENTURYTEX","6.9"
"VEDL      ","6.9"
"OIL       ","6.7"
"APOLLOTYRE","6.7"
"MARUTI    ","6.7"
"IOC       ","6.7"
"AMARAJABAT","6.5"
"UPL       ","6.5"
"HAVELLS   ","6.5"
"BANKBARODA","6.5"
"PETRONET  ","6.5"
"IBULHSGFIN","6.5"
"LICHSGFIN ","6.5"
"IGL       ","6.5"
"CANBK     ","6.5"
"GODREJCP  ","6.1"
"AJANTPHARM","6.1"
"BHARATFORG","6.1"
"PNB       ","6.0"
"ULTRACEMCO","6.0"
"RECLTD    ","6.0"
"CONCOR    ","6.0"
"PAGEIND   ","6.0"
"MCDOWELL-N","6.0"
"BIOCON    ","6.0"
"FEDERALBNK","5.9"
"PCJEWELLER","5.9"
"TORNTPHARM","5.9"
"HINDALCO  ","5.9"
"COLPAL    ","5.7"
"WOCKPHARMA","5.5"
"CUMMINSIND","5.3"
"INFRATEL  ","5.1"
"CADILAHC  ","5.1"
"IRB       ","5.1"
"SBIN      ","5.0"
"GODREJIND ","5.0"
"ENGINERSIN","5.0"
"INDUSINDBK","5.0"
"TATAPOWER ","5.0"
"RELCAPITAL","5.0"
"PFC       ","5.0"
"GRASIM    ","5.0"
"HDFCBANK  ","5.0"
"ORIENTBANK","5.0"
"HDFC      ","5.0"
"TATASTEEL ","5.0"
"TATACHEM  ","5.0"
"NMDC      ","5.0"
"TATAMTRDVR","4.9"
"NIITTECH  ","4.9"
"L&TFH     ","4.9"
"CIPLA     ","4.9"
"UNIONBANK ","4.7"
"ASIANPAINT","4.7"
"JSWSTEEL  ","4.5"
"VOLTAS    ","4.3"
"SRTRANSFIN","4.3"
"INDIACEM  ","4.3"
"TATAMOTORS","4.3"
"HEROMOTOCO","4.3"
"DHFL      ","4.3"
"EXIDEIND  ","4.1"
"ADANIPORTS","4.1"
"DIVISLAB  ","4.1"
"BAJFINANCE","4.0"
"TATAGLOBAL","4.0"
"POWERGRID ","4.0"
"ABIRLANUVO","4.0"
"SINTEX    ","4.0"
"YESBANK   ","4.0"
"AXISBANK","4.0"
"BRITANNIA ","3.9"
"MOTHERSUMI","3.9"
"KSCL      ","3.7"
"TCS       ","3.7"
"JISLJALEQS","3.7"
"BANKINDIA ","3.7"
"APOLLOHOSP","3.5"
"M&M       ","3.3"
"GAIL      ","3.3"
"NTPC      ","3.3"
"PTC       ","3.3"
"LT        ","3.1"
"RELINFRA  ","3.1"
"SIEMENS   ","3.1"
"WIPRO     ","3.1"
"ALBK      ","3.0"
"CESC      ","3.0"
"NHPC      ","3.0"
"ANDHRABANK","3.0"
"SYNDIBANK ","3.0"
"SOUTHBANK ","3.0"
"KOTAKBANK ","2.9"
"BEML      ","2.9"
"BAJAJ-AUTO","2.9"
"ADANIPOWER","2.9"
"COALINDIA ","2.9"
"DISHTV    ","2.9"
"BHEL      ","2.9"
"ACC       ","2.7"
"OFSS      ","2.7"
"BOSCHLTD  ","2.7"
"STAR      ","2.7"
"IDEA      ","2.7"
"GRANULES  ","2.7"
"MINDTREE  ","2.7"
"BHARTIARTL","2.7"
"TITAN     ","2.7"
"NCC       ","2.7"
"TECHM     ","2.5"
"DABUR     ","2.5"
"AMBUJACEM ","2.5"
"MARICO    ","2.5"
"PIDILITIND","2.5"
"HDIL      ","2.3"
"TATAELXSI ","2.3"
"ICICIBANK ","2.0"
"SAIL      ","2.0"
"JUBLFOOD  ","2.0"
"DLF       ","2.0"
"IFCI      ","2.0"
"JPASSOCIAT","1.9"
"RPOWER    ","1.9"
"KTKBANK   ","1.9"
"KPIT      ","1.7"
"CROMPGREAV","1.7"
"ASHOKLEY  ","1.7"
"LUPIN     ","1.7"
"HINDUNILVR","1.7"
"INFY      ","1.7"
"JINDALSTEL","1.7"
"JSWENERGY ","1.7"
"SUNPHARMA ","1.7"
"RCOM      ","1.7"
"ITC       ","1.7"
"IDBI      ","1.7"
"GMRINFRA  ","1.7"
"JUSTDIAL  ","1.5"
"DRREDDY   ","1.5"
"HEXAWARE  ","1.3"
"ADANIENT","1.3"
"BATAINDIA ","1.3"
"JETAIRWAYS","1.1"
"MCLEODRUSS","1.1"
"ICIL      ","1.0"
