"AUROPHARMA","8.5"
"RELIANCE  ","8.5"
"RECLTD    ","8.5"
"IFCI      ","8.5"
"ARVIND    ","8.3"
"AJANTPHARM","8.3"
"TATACOMM  ","8.1"
"UPL       ","8.1"
"GLENMARK  ","8.1"
"INDUSINDBK","8.1"
"BPCL      ","8.1"
"PCJEWELLER","8.1"
"TVSMOTOR  ","8.1"
"OIL       ","8.1"
"HDFCBANK  ","8.1"
"HINDPETRO ","8.1"
"BIOCON    ","8.1"
"CASTROLIND","8.0"
"SUNTV     ","8.0"
"EXIDEIND  ","7.7"
"BHARATFIN ","7.62"
"ICICIBANK ","7.3"
"MRF       ","7.3"
"EICHERMOT ","7.3"
"BHARATFORG","7.3"
"ADANIPORTS","7.1"
"RELCAPITAL","7.1"
"ASIANPAINT","7.1"
"HINDALCO  ","7.1"
"ORIENTBANK","7.1"
"IOC       ","7.1"
"GODREJIND ","7.0"
"ABIRLANUVO","7.0"
"SRF       ","7.0"
"COLPAL    ","7.0"
"GRASIM    ","7.0"
"VEDL      ","7.0"
"HCLTECH   ","7.0"
"BEL       ","7.0"
"CENTURYTEX","6.9"
"CIPLA     ","6.9"
"MARUTI    ","6.9"
"IRB       ","6.9"
"ONGC      ","6.9"
"FEDERALBNK","6.7"
"PNB       ","6.7"
"ULTRACEMCO","6.7"
"BANKBARODA","6.7"
"UNIONBANK ","6.7"
"INDIACEM  ","6.7"
"TATAMOTORS","6.7"
"NIITTECH  ","6.7"
"DIVISLAB  ","6.7"
"M&MFIN    ","6.7"
"PFC       ","6.7"
"TORNTPHARM","6.7"
"SINTEX    ","6.7"
"CEATLTD   ","6.7"
"ANDHRABANK","6.7"
"HEROMOTOCO","6.7"
"CANBK     ","6.7"
"DHFL      ","6.7"
"HDFC      ","6.7"
"CADILAHC  ","6.7"
"PAGEIND   ","6.7"
"NCC       ","6.7"
"IDFC      ","6.5"
"PETRONET  ","6.5"
"TATAGLOBAL","6.5"
"BANKINDIA ","6.5"
"DISHTV    ","6.5"
"UBL       ","6.3"
"AMARAJABAT","6.3"
"IBREALEST ","6.3"
"HINDZINC  ","6.3"
"APOLLOTYRE","6.3"
"SAIL      ","6.1"
"TV18BRDCST","6.0"
"GAIL      ","6.0"
"RELINFRA  ","6.0"
"JISLJALEQS","6.0"
"INFRATEL  ","6.0"
"TATAMTRDVR","6.0"
"CAIRN     ","6.0"
"KTKBANK   ","6.0"
"VOLTAS    ","5.9"
"IBULHSGFIN","5.9"
"LICHSGFIN ","5.9"
"IGL       ","5.9"
"BRITANNIA ","5.9"
"DRREDDY   ","5.9"
"TATACHEM  ","5.9"
"ZEEL      ","5.9"
"SBIN      ","5.7"
"CUMMINSIND","5.7"
"L&TFH     ","5.3"
"KOTAKBANK ","5.1"
"HAVELLS   ","5.1"
"JSWSTEEL  ","5.1"
"BAJAJ-AUTO","5.1"
"CESC      ","5.1"
"WOCKPHARMA","5.1"
"SOUTHBANK ","5.1"
"BHEL      ","5.1"
"GMRINFRA  ","5.1"
"JPASSOCIAT","5.0"
"CROMPGREAV","5.0"
"ALBK      ","5.0"
"LT        ","5.0"
"STAR      ","5.0"
"ADANIPOWER","5.0"
"DLF       ","5.0"
"MCLEODRUSS","5.0"
"JSWENERGY ","5.0"
"APOLLOHOSP","5.0"
"SIEMENS   ","5.0"
"NMDC      ","5.0"
"ENGINERSIN","4.7"
"JETAIRWAYS","4.7"
"JINDALSTEL","4.5"
"COALINDIA ","4.5"
"KSCL      ","4.3"
"SUNPHARMA ","4.3"
"GODREJCP  ","4.1"
"CONCOR    ","4.1"
"HINDUNILVR","4.0"
"TATAPOWER ","4.0"
"NTPC      ","4.0"
"POWERGRID ","4.0"
"PTC       ","4.0"
"YESBANK   ","4.0"
"MOTHERSUMI","4.0"
"IDBI      ","4.0"
"TITAN     ","4.0"
"SYNDIBANK ","4.0"
"KPIT      ","3.9"
"BOSCHLTD  ","3.9"
"OFSS      ","3.7"
"BHARTIARTL","3.7"
"MARICO    ","3.5"
"INFY      ","3.3"
"RPOWER    ","3.3"
"HEXAWARE  ","3.3"
"NHPC      ","3.3"
"MINDTREE  ","3.3"
"ITC       ","3.3"
"TCS       ","3.1"
"IDEA      ","3.1"
"TATAELXSI ","3.1"
"GRANULES  ","3.1"
"PIDILITIND","3.1"
"WIPRO     ","3.1"
"HDIL      ","3.0"
"BEML      ","3.0"
"BAJFINANCE","3.0"
"ADANIENT","3.0"
"ICIL      ","3.0"
"AMBUJACEM ","3.0"
"TATASTEEL ","3.0"
"RCOM      ","3.0"
"AXISBANK","3.0"
"ACC       ","2.9"
"M&M       ","2.9"
"TECHM     ","2.7"
"LUPIN     ","2.7"
"SRTRANSFIN","2.7"
"MCDOWELL-N","2.3"
"JUBLFOOD  ","2.1"
"ASHOKLEY  ","2.0"
"JUSTDIAL  ","2.0"
"DABUR     ","1.7"
"BATAINDIA ","1.3"
