"HAVELLS   ","9.0"
"PAGEIND   ","9.0"
"PETRONET  ","8.5"
"CANBK     ","8.5"
"IOC       ","8.5"
"IDFC      ","8.3"
"HCLTECH   ","8.3"
"ZEEL      ","8.3"
"AMARAJABAT","8.1"
"ARVIND    ","8.1"
"SUNTV     ","8.1"
"IBULHSGFIN","8.1"
"L&TFH     ","8.1"
"M&MFIN    ","8.1"
"PFC       ","8.1"
"OIL       ","8.1"
"VEDL      ","8.1"
"IBREALEST ","8.0"
"UNIONBANK ","8.0"
"GAIL      ","8.0"
"AUROPHARMA","8.0"
"TATAGLOBAL","8.0"
"LICHSGFIN ","8.0"
"GRASIM    ","8.0"
"DLF       ","8.0"
"TATASTEEL ","8.0"
"ONGC      ","8.0"
"SOUTHBANK ","8.0"
"VOLTAS    ","7.9"
"GODREJIND ","7.9"
"CUMMINSIND","7.7"
"TV18BRDCST","7.7"
"CASTROLIND","7.7"
"INDUSINDBK","7.7"
"TATAPOWER ","7.7"
"BEL       ","7.7"
"NMDC      ","7.7"
"KSCL      ","7.5"
"POWERGRID ","7.3"
"HINDZINC  ","7.3"
"CONCOR    ","7.3"
"HINDALCO  ","7.3"
"BHARATFIN ","7.12"
"SRTRANSFIN","7.1"
"APOLLOTYRE","7.1"
"TORNTPHARM","7.1"
"MARUTI    ","7.1"
"ASIANPAINT","7.1"
"MCDOWELL-N","7.1"
"PNB       ","7.0"
"TATACOMM  ","7.0"
"SAIL      ","7.0"
"INDIACEM  ","7.0"
"JINDALSTEL","7.0"
"RELCAPITAL","7.0"
"COLPAL    ","7.0"
"MOTHERSUMI","7.0"
"HINDPETRO ","7.0"
"ULTRACEMCO","6.9"
"EXIDEIND  ","6.9"
"CENTURYTEX","6.9"
"MRF       ","6.9"
"EICHERMOT ","6.9"
"INFRATEL  ","6.9"
"TVSMOTOR  ","6.9"
"CEATLTD   ","6.9"
"SBIN      ","6.7"
"FEDERALBNK","6.7"
"UPL       ","6.7"
"BANKBARODA","6.7"
"BPCL      ","6.7"
"RELIANCE  ","6.7"
"RECLTD    ","6.7"
"SRF       ","6.7"
"IGL       ","6.7"
"BHARATFORG","6.7"
"ORIENTBANK","6.7"
"HDFC      ","6.7"
"IRB       ","6.7"
"BIOCON    ","6.7"
"WOCKPHARMA","6.5"
"CAIRN     ","6.5"
"UBL       ","6.3"
"JSWSTEEL  ","6.3"
"YESBANK   ","6.3"
"BRITANNIA ","6.3"
"DHFL      ","6.3"
"GLENMARK  ","6.1"
"TATAMOTORS","6.1"
"TATAMTRDVR","6.1"
"BANKINDIA ","6.1"
"TATACHEM  ","6.1"
"KPIT      ","6.0"
"GODREJCP  ","6.0"
"AJANTPHARM","6.0"
"PIDILITIND","6.0"
"SYNDIBANK ","6.0"
"PCJEWELLER","5.9"
"CIPLA     ","5.9"
"HDFCBANK  ","5.7"
"CADILAHC  ","5.7"
"ENGINERSIN","5.3"
"RELINFRA  ","5.1"
"DISHTV    ","5.1"
"NCC       ","5.1"
"ACC       ","5.0"
"ALBK      ","5.0"
"JISLJALEQS","5.0"
"ABIRLANUVO","5.0"
"NIITTECH  ","5.0"
"SINTEX    ","5.0"
"HEROMOTOCO","5.0"
"HDIL      ","4.9"
"GRANULES  ","4.5"
"ANDHRABANK","4.5"
"KTKBANK   ","4.5"
"M&M       ","4.1"
"ADANIPORTS","4.1"
"BAJFINANCE","4.0"
"DIVISLAB  ","4.0"
"MARICO    ","4.0"
"SIEMENS   ","4.0"
"AXISBANK","4.0"
"JPASSOCIAT","3.7"
"STAR      ","3.7"
"BHARTIARTL","3.7"
"KOTAKBANK ","3.5"
"TECHM     ","3.5"
"BAJAJ-AUTO","3.5"
"INFY      ","3.3"
"LT        ","3.3"
"NHPC      ","3.3"
"IDBI      ","3.3"
"ICICIBANK ","3.1"
"OFSS      ","3.1"
"TCS       ","3.1"
"AMBUJACEM ","3.1"
"MINDTREE  ","3.1"
"WIPRO     ","3.1"
"TITAN     ","3.1"
"ASHOKLEY  ","3.0"
"CESC      ","3.0"
"JUBLFOOD  ","3.0"
"IFCI      ","3.0"
"APOLLOHOSP","3.0"
"HINDUNILVR","2.9"
"PTC       ","2.9"
"BOSCHLTD  ","2.7"
"NTPC      ","2.7"
"HEXAWARE  ","2.7"
"IDEA      ","2.7"
"BEML      ","2.5"
"TATAELXSI ","2.5"
"DRREDDY   ","2.5"
"SUNPHARMA ","2.5"
"BHEL      ","2.5"
"GMRINFRA  ","2.5"
"RPOWER    ","2.3"
"LUPIN     ","2.1"
"JSWENERGY ","2.1"
"RCOM      ","2.1"
"ITC       ","2.1"
"CROMPGREAV","2.0"
"DABUR     ","2.0"
"ICIL      ","2.0"
"MCLEODRUSS","2.0"
"COALINDIA ","1.9"
"JUSTDIAL  ","1.7"
"JETAIRWAYS","1.7"
"ADANIPOWER","1.7"
"ADANIENT","1.7"
"BATAINDIA ","1.7"
