"SRF       ","9.0"
"RECLTD    ","8.5"
"IOC       ","8.5"
"AJANTPHARM","8.3"
"BHARATFIN ","8.12"
"ARVIND    ","8.1"
"GLENMARK  ","8.1"
"AUROPHARMA","8.1"
"HINDZINC  ","8.1"
"TVSMOTOR  ","8.1"
"OIL       ","8.1"
"CIPLA     ","8.1"
"MARUTI    ","8.1"
"HINDPETRO ","8.1"
"IRB       ","8.1"
"BIOCON    ","8.1"
"SUNTV     ","8.0"
"IFCI      ","8.0"
"TATACOMM  ","7.7"
"UPL       ","7.7"
"INDUSINDBK","7.7"
"BPCL      ","7.7"
"M&MFIN    ","7.7"
"APOLLOTYRE","7.7"
"HDFCBANK  ","7.7"
"ORIENTBANK","7.7"
"ONGC      ","7.7"
"SINTEX    ","7.5"
"UBL       ","7.3"
"BHARATFORG","7.3"
"ADANIPORTS","7.1"
"EICHERMOT ","7.1"
"NIITTECH  ","7.1"
"TORNTPHARM","7.1"
"GODREJIND ","7.0"
"CASTROLIND","7.0"
"RELCAPITAL","7.0"
"ABIRLANUVO","7.0"
"GRASIM    ","7.0"
"BEL       ","7.0"
"CENTURYTEX","6.9"
"MRF       ","6.9"
"RELIANCE  ","6.9"
"HINDALCO  ","6.9"
"AMARAJABAT","6.7"
"IBREALEST ","6.7"
"FEDERALBNK","6.7"
"PNB       ","6.7"
"PETRONET  ","6.7"
"DIVISLAB  ","6.7"
"PFC       ","6.7"
"COLPAL    ","6.7"
"CEATLTD   ","6.7"
"ASIANPAINT","6.7"
"CANBK     ","6.7"
"DHFL      ","6.7"
"HDFC      ","6.7"
"CADILAHC  ","6.7"
"IDFC      ","6.5"
"IGL       ","6.5"
"DISHTV    ","6.5"
"ZEEL      ","6.5"
"EXIDEIND  ","6.1"
"TATAGLOBAL","6.1"
"PCJEWELLER","6.1"
"INFRATEL  ","6.1"
"KOTAKBANK ","6.0"
"TV18BRDCST","6.0"
"BAJAJ-AUTO","6.0"
"STAR      ","6.0"
"JISLJALEQS","6.0"
"WOCKPHARMA","6.0"
"PAGEIND   ","6.0"
"HCLTECH   ","6.0"
"BANKBARODA","5.9"
"INDIACEM  ","5.9"
"BRITANNIA ","5.9"
"DRREDDY   ","5.9"
"IBULHSGFIN","5.7"
"BANKINDIA ","5.7"
"COALINDIA ","5.7"
"TATAMTRDVR","5.5"
"HAVELLS   ","5.1"
"JSWSTEEL  ","5.1"
"JINDALSTEL","5.1"
"TATAMOTORS","5.1"
"LICHSGFIN ","5.1"
"NCC       ","5.1"
"JPASSOCIAT","5.0"
"SBIN      ","5.0"
"GODREJCP  ","5.0"
"UNIONBANK ","5.0"
"ALBK      ","5.0"
"CESC      ","5.0"
"ANDHRABANK","5.0"
"HEROMOTOCO","5.0"
"VEDL      ","5.0"
"KTKBANK   ","5.0"
"IDBI      ","5.0"
"NMDC      ","5.0"
"SOUTHBANK ","5.0"
"ULTRACEMCO","4.9"
"ENGINERSIN","4.9"
"APOLLOHOSP","4.9"
"CAIRN     ","4.7"
"IDEA      ","4.5"
"TATACHEM  ","4.5"
"KSCL      ","4.3"
"L&TFH     ","4.1"
"VOLTAS    ","4.0"
"CUMMINSIND","4.0"
"ICICIBANK ","4.0"
"TATAPOWER ","4.0"
"SAIL      ","4.0"
"RELINFRA  ","4.0"
"YESBANK   ","4.0"
"DLF       ","4.0"
"TATASTEEL ","4.0"
"SIEMENS   ","4.0"
"TITAN     ","4.0"
"SYNDIBANK ","4.0"
"BHEL      ","4.0"
"GMRINFRA  ","4.0"
"POWERGRID ","3.9"
"MINDTREE  ","3.9"
"KPIT      ","3.7"
"JETAIRWAYS","3.7"
"CONCOR    ","3.5"
"TCS       ","3.1"
"HINDUNILVR","3.1"
"INFY      ","3.1"
"ICIL      ","3.1"
"GRANULES  ","3.1"
"BHARTIARTL","3.1"
"WIPRO     ","3.1"
"CROMPGREAV","3.0"
"BEML      ","3.0"
"BAJFINANCE","3.0"
"GAIL      ","3.0"
"NTPC      ","3.0"
"NHPC      ","3.0"
"PTC       ","3.0"
"MCLEODRUSS","3.0"
"MOTHERSUMI","3.0"
"MARICO    ","3.0"
"ITC       ","3.0"
"AXISBANK","3.0"
"M&M       ","2.9"
"OFSS      ","2.9"
"LT        ","2.9"
"RPOWER    ","2.9"
"ACC       ","2.7"
"SRTRANSFIN","2.7"
"ADANIPOWER","2.7"
"TATAELXSI ","2.7"
"PIDILITIND","2.7"
"BOSCHLTD  ","2.5"
"BATAINDIA ","2.5"
"AMBUJACEM ","2.5"
"MCDOWELL-N","2.1"
"SUNPHARMA ","2.1"
"RCOM      ","2.1"
"HDIL      ","2.0"
"ADANIENT","2.0"
"JSWENERGY ","2.0"
"DABUR     ","1.9"
"TECHM     ","1.7"
"LUPIN     ","1.7"
"JUSTDIAL  ","1.7"
"JUBLFOOD  ","1.7"
"HEXAWARE  ","1.7"
"ASHOKLEY  ","1.0"
